trade_no,symbol,entry_time,exit_time,side,exit_reason,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
301,PAXGUSDT,2026-03-29 22:50:00+00:00,2026-03-29 22:55:00+00:00,SHORT,TP,4490.42,4485.9296,11.134816,50.0,35.0,15.0,WIN,-10735.0
302,PAXGUSDT,2026-03-30 05:25:00+00:00,2026-03-30 05:45:00+00:00,LONG,TP,4520.66,4525.1807,11.060332,50.0,35.0,15.0,WIN,-10720.0
303,PAXGUSDT,2026-03-30 14:05:00+00:00,2026-03-30 14:05:00+00:00,SHORT,TP,4527.76,4523.2322,11.042988,50.0,35.0,15.0,WIN,-10705.0
304,PAXGUSDT,2026-03-31 01:00:00+00:00,2026-03-31 01:15:00+00:00,LONG,TP,4542.91,4547.4529,11.006161,50.0,35.0,15.0,WIN,-10690.0
305,PAXGUSDT,2026-03-31 11:35:00+00:00,2026-03-31 11:35:00+00:00,LONG,TP,4575.89,4580.4659,10.926836,50.0,35.0,15.0,WIN,-10675.0
306,PAXGUSDT,2026-04-02 01:20:00+00:00,2026-04-02 01:20:00+00:00,SHORT,TP,4713.64,4708.9264,10.607514,50.0,35.0,15.0,WIN,-10660.0
307,PAXGUSDT,2026-04-03 07:35:00+00:00,2026-04-03 12:30:00+00:00,SHORT,TP,4657.46,4652.8025,10.735465,50.0,35.0,15.0,WIN,-10645.0
308,PAXGUSDT,2026-04-04 03:20:00+00:00,2026-04-06 02:20:00+00:00,LONG,TP,4651.59,4656.2416,10.749013,50.0,35.0,15.0,WIN,-10630.0
309,PAXGUSDT,2026-04-06 04:05:00+00:00,2026-04-06 04:50:00+00:00,LONG,TP,4634.81,4639.4448,10.787929,50.0,35.0,15.0,WIN,-10615.0
310,PAXGUSDT,2026-04-06 15:15:00+00:00,2026-04-06 15:15:00+00:00,SHORT,TP,4647.1,4642.4529,10.759398,50.0,35.0,15.0,WIN,-10600.0
311,PAXGUSDT,2026-04-07 04:55:00+00:00,2026-04-07 08:20:00+00:00,LONG,TP,4644.21,4648.8542,10.766094,50.0,35.0,15.0,WIN,-10585.0
312,PAXGUSDT,2026-04-07 08:25:00+00:00,2026-04-07 09:10:00+00:00,LONG,TP,4666.65,4671.3166,10.714324,50.0,35.0,15.0,WIN,-10570.0
313,PAXGUSDT,2026-04-07 14:10:00+00:00,2026-04-28 11:10:00+00:00,SHORT,TP,4597.2,4592.6028,10.876186,50.0,35.0,15.0,WIN,-10555.0
314,PAXGUSDT,2026-04-28 18:45:00+00:00,2026-04-29 00:00:00+00:00,LONG,TP,4590.09,4594.6801,10.893033,50.0,35.0,15.0,WIN,-10540.0
315,PAXGUSDT,2026-04-29 01:10:00+00:00,2026-04-29 07:15:00+00:00,SHORT,TP,4573.19,4568.6168,10.933287,50.0,35.0,15.0,WIN,-10525.0
316,PAXGUSDT,2026-04-30 00:00:00+00:00,2026-04-30 00:00:00+00:00,LONG,TP,4554.2,4558.7542,10.978877,50.0,35.0,15.0,WIN,-10510.0
317,PAXGUSDT,2026-04-30 04:50:00+00:00,2026-04-30 04:55:00+00:00,SHORT,TP,4538.6,4534.0614,11.016613,50.0,35.0,15.0,WIN,-10495.0
318,PAXGUSDT,2026-04-30 16:35:00+00:00,2026-04-30 16:55:00+00:00,SHORT,TP,4603.19,4598.5868,10.862033,50.0,35.0,15.0,WIN,-10480.0
319,PAXGUSDT,2026-04-30 22:25:00+00:00,2026-05-01 14:00:00+00:00,LONG,TP,4620.33,4624.9503,10.821738,50.0,35.0,15.0,WIN,-10465.0
320,PAXGUSDT,2026-05-01 21:15:00+00:00,2026-05-02 22:00:00+00:00,SHORT,TP,4600.3,4595.6997,10.868856,50.0,35.0,15.0,WIN,-10450.0
321,PAXGUSDT,2026-05-03 08:20:00+00:00,2026-05-03 11:50:00+00:00,LONG,TP,4604.32,4608.9243,10.859367,50.0,35.0,15.0,WIN,-10435.0
322,PAXGUSDT,2026-05-03 22:25:00+00:00,2026-05-03 23:05:00+00:00,SHORT,TP,4608.37,4603.7616,10.849823,50.0,35.0,15.0,WIN,-10420.0
323,PAXGUSDT,2026-05-05 00:30:00+00:00,2026-05-18 00:30:00+00:00,SHORT,TP,4511.54,4507.0285,11.08269,50.0,35.0,15.0,WIN,-10405.0
324,PAXGUSDT,2026-05-18 07:05:00+00:00,2026-05-18 07:25:00+00:00,LONG,TP,4538.82,4543.3588,11.016079,50.0,35.0,15.0,WIN,-10390.0
325,PAXGUSDT,2026-05-18 11:25:00+00:00,2026-05-19 05:20:00+00:00,SHORT,TP,4531.64,4527.1084,11.033533,50.0,35.0,15.0,WIN,-10375.0
326,PAXGUSDT,2026-05-19 13:15:00+00:00,2026-05-19 13:15:00+00:00,SHORT,TP,4523.64,4519.1164,11.053046,50.0,35.0,15.0,WIN,-10360.0
327,PAXGUSDT,2026-05-21 02:50:00+00:00,2026-05-21 03:50:00+00:00,SHORT,TP,4528.13,4523.6019,11.042086,50.0,35.0,15.0,WIN,-10345.0
328,PAXGUSDT,2026-05-21 17:35:00+00:00,2026-05-21 17:40:00+00:00,LONG,TP,4536.83,4541.3668,11.020911,50.0,35.0,15.0,WIN,-10330.0
329,PAXGUSDT,2026-05-22 00:50:00+00:00,2026-05-22 00:50:00+00:00,SHORT,TP,4527.41,4522.8826,11.043842,50.0,35.0,15.0,WIN,-10315.0
330,PAXGUSDT,2026-05-22 10:10:00+00:00,2026-05-24 00:35:00+00:00,LONG,TP,4527.72,4532.2477,11.043086,50.0,35.0,15.0,WIN,-10300.0
331,PAXGUSDT,2026-05-24 10:40:00+00:00,2026-05-24 12:25:00+00:00,SHORT,TP,4535.75,4531.2142,11.023535,50.0,35.0,15.0,WIN,-10285.0
332,PAXGUSDT,2026-05-24 22:10:00+00:00,2026-05-24 22:30:00+00:00,LONG,TP,4548.69,4553.2387,10.992176,50.0,35.0,15.0,WIN,-10270.0
333,PAXGUSDT,2026-05-25 06:00:00+00:00,2026-05-26 00:00:00+00:00,SHORT,TP,4545.37,4540.8246,11.000205,50.0,35.0,15.0,WIN,-10255.0
334,PAXGUSDT,2026-05-26 23:10:00+00:00,2026-05-26 23:30:00+00:00,LONG,TP,4509.03,4513.539,11.088859,50.0,35.0,15.0,WIN,-10240.0
335,PAXGUSDT,2026-05-27 04:05:00+00:00,2026-05-27 05:30:00+00:00,SHORT,TP,4501.59,4497.0884,11.107187,50.0,35.0,15.0,WIN,-10225.0
336,PAXGUSDT,2026-05-27 06:05:00+00:00,2026-05-27 06:15:00+00:00,SHORT,TP,4498.47,4493.9715,11.11489,50.0,35.0,15.0,WIN,-10210.0
337,PAXGUSDT,2026-05-27 23:55:00+00:00,2026-05-28 01:10:00+00:00,SHORT,TP,4445.92,4441.4741,11.246266,50.0,35.0,15.0,WIN,-10195.0
338,PAXGUSDT,2026-05-28 10:30:00+00:00,2026-05-28 12:45:00+00:00,LONG,TP,4404.08,4408.4841,11.353109,50.0,35.0,15.0,WIN,-10180.0
339,PAXGUSDT,2026-05-28 23:55:00+00:00,2026-06-01 13:10:00+00:00,SHORT,TP,4483.01,4478.527,11.153221,50.0,35.0,15.0,WIN,-10165.0
340,PAXGUSDT,2026-06-02 00:55:00+00:00,2026-06-02 01:00:00+00:00,SHORT,TP,4477.25,4472.7728,11.167569,50.0,35.0,15.0,WIN,-10150.0
341,PAXGUSDT,2026-06-02 03:30:00+00:00,2026-06-02 04:00:00+00:00,LONG,TP,4489.94,4494.4299,11.136006,50.0,35.0,15.0,WIN,-10135.0
342,PAXGUSDT,2026-06-02 13:30:00+00:00,2026-06-02 13:50:00+00:00,SHORT,TP,4503.8,4499.2962,11.101736,50.0,35.0,15.0,WIN,-10120.0
343,PAXGUSDT,2026-06-03 23:30:00+00:00,2026-06-03 23:45:00+00:00,LONG,TP,4444.09,4448.5341,11.250897,50.0,35.0,15.0,WIN,-10105.0
344,PAXGUSDT,2026-06-04 18:45:00+00:00,2026-06-04 21:40:00+00:00,SHORT,TP,4468.73,4464.2613,11.188861,50.0,35.0,15.0,WIN,-10090.0
345,PAXGUSDT,2026-06-05 07:35:00+00:00,2026-06-05 11:50:00+00:00,LONG,TP,4458.22,4462.6782,11.215238,50.0,35.0,15.0,WIN,-10075.0
346,PAXGUSDT,2026-06-05 12:55:00+00:00,2026-06-05 12:55:00+00:00,SHORT,TP,4412.66,4408.2473,11.331034,50.0,35.0,15.0,WIN,-10060.0
347,PAXGUSDT,2026-06-07 13:15:00+00:00,2026-06-07 13:25:00+00:00,SHORT,TP,4299.79,4295.4902,11.628475,50.0,35.0,15.0,WIN,-10045.0
348,PAXGUSDT,2026-06-08 03:35:00+00:00,2026-06-08 05:30:00+00:00,SHORT,TP,4299.29,4294.9907,11.629827,50.0,35.0,15.0,WIN,-10030.0
349,PAXGUSDT,2026-06-08 11:35:00+00:00,2026-06-08 12:40:00+00:00,LONG,TP,4321.25,4325.5712,11.570726,50.0,35.0,15.0,WIN,-10015.0
350,PAXGUSDT,2026-06-08 22:40:00+00:00,2026-06-08 23:25:00+00:00,SHORT,TP,4317.28,4312.9627,11.581366,50.0,35.0,15.0,WIN,-10000.0
351,PAXGUSDT,2026-06-09 02:45:00+00:00,2026-06-09 03:45:00+00:00,LONG,TP,4327.53,4331.8575,11.553935,50.0,35.0,15.0,WIN,-9985.0
352,PAXGUSDT,2026-06-09 05:35:00+00:00,2026-06-09 05:40:00+00:00,LONG,TP,4332.72,4337.0527,11.540095,50.0,35.0,15.0,WIN,-9970.0
353,PAXGUSDT,2026-06-09 08:55:00+00:00,2026-06-09 14:10:00+00:00,SHORT,TP,4317.25,4312.9328,11.581447,50.0,35.0,15.0,WIN,-9955.0
354,PAXGUSDT,2026-06-11 01:55:00+00:00,2026-06-11 07:20:00+00:00,LONG,TP,4104.2,4108.3042,12.182642,50.0,35.0,15.0,WIN,-9940.0
355,PAXGUSDT,2026-06-11 12:30:00+00:00,2026-06-11 12:30:00+00:00,SHORT,TP,4069.2,4065.1308,12.287428,50.0,35.0,15.0,WIN,-9925.0
356,PAXGUSDT,2026-06-11 16:15:00+00:00,2026-06-11 16:15:00+00:00,LONG,TP,4103.51,4107.6135,12.184691,50.0,35.0,15.0,WIN,-9910.0
357,PAXGUSDT,2026-06-11 17:35:00+00:00,2026-06-11 17:35:00+00:00,LONG,TP,4145.9,4150.0459,12.060108,50.0,35.0,15.0,WIN,-9895.0
358,PAXGUSDT,2026-06-12 02:50:00+00:00,2026-06-12 05:10:00+00:00,SHORT,TP,4185.17,4180.9848,11.946946,50.0,35.0,15.0,WIN,-9880.0
359,PAXGUSDT,2026-06-12 08:25:00+00:00,2026-06-12 08:55:00+00:00,LONG,TP,4212.75,4216.9628,11.868732,50.0,35.0,15.0,WIN,-9865.0
360,PAXGUSDT,2026-06-14 13:05:00+00:00,2026-06-14 13:25:00+00:00,SHORT,TP,4222.96,4218.737,11.840036,50.0,35.0,15.0,WIN,-9850.0
361,PAXGUSDT,2026-06-15 17:40:00+00:00,2026-06-15 18:00:00+00:00,SHORT,TP,4314.51,4310.1955,11.588802,50.0,35.0,15.0,WIN,-9835.0
362,PAXGUSDT,2026-06-16 03:45:00+00:00,2026-06-16 08:05:00+00:00,LONG,TP,4322.78,4327.1028,11.566631,50.0,35.0,15.0,WIN,-9820.0
363,PAXGUSDT,2026-06-16 15:20:00+00:00,2026-06-17 04:30:00+00:00,SHORT,TP,4315.74,4311.4243,11.585499,50.0,35.0,15.0,WIN,-9805.0
364,PAXGUSDT,2026-06-17 13:05:00+00:00,2026-06-17 13:20:00+00:00,LONG,TP,4321.13,4325.4511,11.571047,50.0,35.0,15.0,WIN,-9790.0
365,PAXGUSDT,2026-06-17 18:20:00+00:00,2026-06-17 18:20:00+00:00,SHORT,TP,4300.57,4296.2694,11.626366,50.0,35.0,15.0,WIN,-9775.0
366,PAXGUSDT,2026-06-18 01:30:00+00:00,2026-06-18 01:40:00+00:00,LONG,TP,4309.89,4314.1999,11.601224,50.0,35.0,15.0,WIN,-9760.0
367,PAXGUSDT,2026-06-18 07:55:00+00:00,2026-06-18 08:00:00+00:00,SHORT,TP,4284.19,4279.9058,11.670818,50.0,35.0,15.0,WIN,-9745.0
368,PAXGUSDT,2026-06-19 18:05:00+00:00,2026-06-20 15:15:00+00:00,LONG,TP,4155.52,4159.6755,12.032189,50.0,35.0,15.0,WIN,-9730.0
369,PAXGUSDT,2026-06-20 15:35:00+00:00,2026-06-21 06:30:00+00:00,LONG,TP,4158.21,4162.3682,12.024405,50.0,35.0,15.0,WIN,-9715.0
370,PAXGUSDT,2026-06-21 15:40:00+00:00,2026-06-22 00:15:00+00:00,LONG,TP,4160.68,4164.8407,12.017266,50.0,35.0,15.0,WIN,-9700.0
371,PAXGUSDT,2026-06-22 00:35:00+00:00,2026-06-22 00:35:00+00:00,LONG,TP,4161.44,4165.6014,12.015072,50.0,35.0,15.0,WIN,-9685.0
372,PAXGUSDT,2026-06-22 09:15:00+00:00,2026-06-22 09:50:00+00:00,LONG,TP,4199.66,4203.8597,11.905726,50.0,35.0,15.0,WIN,-9670.0
373,PAXGUSDT,2026-06-22 13:40:00+00:00,2026-06-22 13:40:00+00:00,SHORT,TP,4186.99,4182.803,11.941753,50.0,35.0,15.0,WIN,-9655.0
374,PAXGUSDT,2026-06-23 00:30:00+00:00,2026-06-23 01:15:00+00:00,SHORT,TP,4177.47,4173.2925,11.968967,50.0,35.0,15.0,WIN,-9640.0
375,PAXGUSDT,2026-06-23 01:35:00+00:00,2026-06-23 01:35:00+00:00,SHORT,TP,4164.5,4160.3355,12.006243,50.0,35.0,15.0,WIN,-9625.0
376,PAXGUSDT,2026-06-23 13:55:00+00:00,2026-06-23 14:05:00+00:00,LONG,TP,4131.02,4135.151,12.103548,50.0,35.0,15.0,WIN,-9610.0
377,PAXGUSDT,2026-06-24 11:05:00+00:00,2026-06-24 11:05:00+00:00,SHORT,TP,4052.57,4048.5174,12.33785,50.0,35.0,15.0,WIN,-9595.0
378,PAXGUSDT,2026-06-25 00:05:00+00:00,2026-06-25 12:45:00+00:00,LONG,TP,4012.28,4016.2923,12.461742,50.0,35.0,15.0,WIN,-9580.0
379,PAXGUSDT,2026-06-25 12:50:00+00:00,2026-06-25 12:50:00+00:00,LONG,TP,4013.76,4017.7738,12.457147,50.0,35.0,15.0,WIN,-9565.0
380,PAXGUSDT,2026-06-25 23:05:00+00:00,2026-06-25 23:45:00+00:00,SHORT,TP,4020.94,4016.9191,12.434903,50.0,35.0,15.0,WIN,-9550.0
381,PAXGUSDT,2026-06-26 07:05:00+00:00,2026-06-26 07:25:00+00:00,LONG,TP,4027.08,4031.1071,12.415944,50.0,35.0,15.0,WIN,-9535.0
382,PAXGUSDT,2026-06-27 17:40:00+00:00,2026-06-27 19:40:00+00:00,SHORT,TP,4074.04,4069.966,12.27283,50.0,35.0,15.0,WIN,-9520.0
383,PAXGUSDT,2026-06-28 15:15:00+00:00,2026-06-28 22:00:00+00:00,SHORT,TP,4071.31,4067.2387,12.281059,50.0,35.0,15.0,WIN,-9505.0
384,PAXGUSDT,2026-06-28 22:15:00+00:00,2026-06-28 22:15:00+00:00,SHORT,TP,4064.42,4060.3556,12.301878,50.0,35.0,15.0,WIN,-9490.0
385,PAXGUSDT,2026-06-29 08:50:00+00:00,2026-06-29 08:55:00+00:00,SHORT,TP,4050.1,4046.0499,12.345374,50.0,35.0,15.0,WIN,-9475.0
386,PAXGUSDT,2026-06-30 06:50:00+00:00,2026-06-30 14:05:00+00:00,LONG,TP,4029.85,4033.8798,12.40741,50.0,35.0,15.0,WIN,-9460.0
387,PAXGUSDT,2026-06-30 20:35:00+00:00,2026-06-30 20:55:00+00:00,SHORT,TP,4008.31,4004.3017,12.474085,50.0,35.0,15.0,WIN,-9445.0
